tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-560,US Open,Hard,128,G,20140825,124,103819,2.0,,Roger Federer,R,185.0,SUI,33.0458590007,3.0,7490.0,104792,20.0,,Gael Monfils,R,193.0,FRA,27.9808350445,24.0,1530.0,4-6 3-6 6-4 7-5 6-2,5,QF,200.0,5.0,2.0,151.0,86.0,65.0,37.0,25.0,10.0,15.0,6.0,9.0,157.0,99.0,65.0,29.0,24.0,7.0,13.0
2014-560,US Open,Hard,128,G,20140825,126,105227,14.0,,Marin Cilic,R,198.0,CRO,25.9055441478,16.0,1845.0,103819,2.0,,Roger Federer,R,185.0,SUI,33.0458590007,3.0,7490.0,6-3 6-4 6-4,5,SF,105.0,13.0,1.0,81.0,45.0,39.0,20.0,15.0,1.0,2.0,12.0,1.0,84.0,52.0,36.0,16.0,14.0,4.0,8.0
2015-540,Wimbledon,Grass,128,G,20150629,64,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,106000,,,Damir Dzumhur,R,172.0,BIH,23.1074606434,88.0,593.0,6-1 6-3 6-3,5,R128,,6.0,0.0,64.0,41.0,35.0,17.0,13.0,0.0,0.0,2.0,8.0,69.0,41.0,27.0,8.0,12.0,5.0,10.0
2015-540,Wimbledon,Grass,128,G,20150629,96,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,105023,,,Sam Querrey,R,198.0,USA,27.7262149213,36.0,1140.0,6-4 6-2 6-2,5,R64,,6.0,2.0,77.0,47.0,37.0,19.0,13.0,2.0,2.0,7.0,2.0,79.0,45.0,32.0,15.0,13.0,7.0,12.0
2015-540,Wimbledon,Grass,128,G,20150629,112,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,105032,,,Samuel Groth,R,,AUS,27.6933607118,69.0,743.0,6-4 6-4 6-7(5) 6-2,5,R32,,17.0,1.0,108.0,67.0,60.0,28.0,20.0,0.0,0.0,21.0,4.0,130.0,84.0,61.0,24.0,20.0,4.0,8.0
2015-540,Wimbledon,Grass,128,G,20150629,120,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,105138,20.0,,Roberto Bautista Agut,R,,ESP,27.2060232717,22.0,1545.0,6-2 6-2 6-3,5,R16,,7.0,0.0,56.0,38.0,35.0,13.0,12.0,0.0,0.0,2.0,0.0,84.0,56.0,30.0,15.0,13.0,7.0,13.0
2015-540,Wimbledon,Grass,128,G,20150629,124,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,104468,12.0,,Gilles Simon,R,183.0,FRA,30.5023956194,13.0,2435.0,6-3 7-5 6-2,5,QF,,11.0,1.0,75.0,55.0,44.0,12.0,15.0,0.0,1.0,1.0,2.0,83.0,48.0,29.0,19.0,14.0,3.0,8.0
2015-540,Wimbledon,Grass,128,G,20150629,126,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,104918,3.0,,Andy Murray,R,190.0,GBR,28.1232032854,3.0,7450.0,7-5 7-5 6-4,5,SF,,20.0,1.0,91.0,69.0,58.0,12.0,17.0,1.0,1.0,12.0,1.0,107.0,79.0,56.0,14.0,17.0,7.0,10.0
2015-540,Wimbledon,Grass,128,G,20150629,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.1040383299,1.0,13845.0,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,2.0,9665.0,7-6(1) 6-7(10) 6-4 6-3,5,F,,13.0,1.0,145.0,95.0,70.0,30.0,21.0,6.0,7.0,14.0,3.0,141.0,94.0,70.0,23.0,22.0,6.0,10.0
2015-560,US Open,Hard,128,G,20150831,64,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104919,,,Leonardo Mayer,R,188.0,ARG,28.295687885,34.0,1140.0,6-1 6-2 6-2,5,R128,,11.0,5.0,66.0,43.0,36.0,14.0,12.0,1.0,1.0,1.0,7.0,70.0,40.0,21.0,14.0,11.0,3.0,9.0
2015-560,US Open,Hard,128,G,20150831,96,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104327,,,Steve Darcis,R,178.0,BEL,31.4661190965,66.0,750.0,6-1 6-2 6-1,5,R64,,12.0,1.0,61.0,43.0,37.0,10.0,11.0,1.0,1.0,2.0,2.0,80.0,43.0,23.0,15.0,11.0,12.0,19.0
2015-560,US Open,Hard,128,G,20150831,112,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104259,29.0,,Philipp Kohlschreiber,R,178.0,GER,31.8740588638,29.0,1230.0,6-3 6-4 6-4,5,R32,,5.0,4.0,83.0,50.0,36.0,18.0,15.0,2.0,4.0,1.0,5.0,72.0,44.0,31.0,15.0,14.0,3.0,8.0
2015-560,US Open,Hard,128,G,20150831,120,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104545,13.0,,John Isner,R,206.0,USA,30.3463381246,13.0,2235.0,7-6(0) 7-6(6) 7-5,5,R16,,13.0,1.0,111.0,65.0,54.0,33.0,18.0,5.0,5.0,17.0,1.0,133.0,91.0,63.0,22.0,18.0,9.0,10.0
2015-560,US Open,Hard,128,G,20150831,124,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104755,12.0,,Richard Gasquet,R,185.0,FRA,29.2019164956,12.0,2240.0,6-3 6-3 6-1,5,QF,,16.0,2.0,70.0,53.0,46.0,8.0,13.0,0.0,0.0,1.0,2.0,73.0,44.0,27.0,12.0,12.0,8.0,13.0
2015-560,US Open,Hard,128,G,20150831,126,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104527,5.0,,Stanislas Wawrinka,R,183.0,SUI,30.4257357974,5.0,5710.0,6-4 6-3 6-1,5,SF,,10.0,2.0,77.0,50.0,40.0,17.0,13.0,4.0,4.0,6.0,1.0,78.0,38.0,22.0,20.0,13.0,6.0,11.0
2015-560,US Open,Hard,128,G,20150831,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.2765229295,1.0,14865.0,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,6-4 5-7 6-4 6-4,5,F,,3.0,5.0,155.0,96.0,63.0,32.0,21.0,19.0,23.0,11.0,5.0,137.0,87.0,62.0,23.0,21.0,7.0,13.0
2015-580,Australian Open,Hard,128,G,20150119,64,103819,2.0,,Roger Federer,R,185.0,SUI,33.4483230664,2.0,9875.0,104229,,,Yen Hsun Lu,R,180.0,TPE,31.4332648871,47.0,888.0,6-4 6-2 7-5,5,R128,113.0,9.0,3.0,83.0,56.0,48.0,17.0,15.0,4.0,4.0,1.0,2.0,97.0,57.0,35.0,22.0,15.0,10.0,14.0
2015-580,Australian Open,Hard,128,G,20150119,96,103819,2.0,,Roger Federer,R,185.0,SUI,33.4483230664,2.0,9875.0,104620,,,Simone Bolelli,R,183.0,ITA,29.2813141684,48.0,864.0,3-6 6-3 6-2 6-2,5,R64,129.0,16.0,0.0,92.0,64.0,50.0,20.0,17.0,0.0,1.0,8.0,3.0,109.0,57.0,36.0,28.0,17.0,6.0,11.0
2015-580,Australian Open,Hard,128,G,20150119,112,104312,,,Andreas Seppi,R,190.0,ITA,30.9103353867,46.0,915.0,103819,2.0,,Roger Federer,R,185.0,SUI,33.4483230664,2.0,9875.0,6-4 7-6(5) 4-6 7-6(5),5,R32,177.0,4.0,4.0,151.0,86.0,67.0,32.0,22.0,7.0,10.0,15.0,9.0,138.0,82.0,66.0,27.0,22.0,2.0,5.0
2015-520,Roland Garros,Clay,128,G,20150524,64,103819,2.0,,Roger Federer,R,185.0,SUI,33.7932922656,2.0,9235.0,104268,,LL,Alejandro Falla,L,185.0,COL,31.5263518138,109.0,485.0,6-3 6-3 6-4,5,R128,110.0,8.0,0.0,81.0,58.0,45.0,15.0,14.0,2.0,2.0,2.0,4.0,109.0,74.0,48.0,16.0,14.0,12.0,16.0
2015-520,Roland Garros,Clay,128,G,20150524,96,103819,2.0,,Roger Federer,R,185.0,SUI,33.7932922656,2.0,9235.0,104719,,,Marcel Granollers,R,190.0,ESP,29.1170431211,57.0,845.0,6-2 7-6(1) 6-3,5,R64,107.0,3.0,0.0,77.0,49.0,40.0,20.0,15.0,1.0,3.0,2.0,3.0,94.0,62.0,38.0,14.0,14.0,3.0,8.0
2015-520,Roland Garros,Clay,128,G,20150524,112,103819,2.0,,Roger Federer,R,185.0,SUI,33.7932922656,2.0,9235.0,106000,,,Damir Dzumhur,R,172.0,BIH,23.0116358658,88.0,601.0,6-4 6-3 6-2,5,R32,88.0,4.0,1.0,82.0,53.0,36.0,19.0,13.0,4.0,5.0,3.0,2.0,81.0,57.0,32.0,12.0,14.0,2.0,8.0
2015-520,Roland Garros,Clay,128,G,20150524,120,103819,2.0,,Roger Federer,R,185.0,SUI,33.7932922656,2.0,9235.0,104792,13.0,,Gael Monfils,R,193.0,FRA,28.7282683094,14.0,2065.0,6-3 4-6 6-4 6-1,5,R16,130.0,2.0,1.0,100.0,61.0,45.0,25.0,18.0,2.0,4.0,6.0,4.0,122.0,76.0,47.0,21.0,18.0,7.0,13.0
2015-520,Roland Garros,Clay,128,G,20150524,124,104527,8.0,,Stanislas Wawrinka,R,183.0,SUI,30.1574264203,9.0,3845.0,103819,2.0,,Roger Federer,R,185.0,SUI,33.7932922656,2.0,9235.0,6-4 6-3 7-6(4),5,QF,129.0,4.0,0.0,92.0,50.0,44.0,26.0,15.0,4.0,4.0,7.0,0.0,112.0,71.0,48.0,23.0,16.0,5.0,8.0
2016-580,Australian Open,Hard,128,G,20160118,116,103819,3.0,,Roger Federer,R,185.0,SUI,34.4449007529,3.0,8165.0,105932,,,Nikoloz Basilashvili,R,,RUS,23.9014373717,118.0,493.0,6-2 6-1 6-2,5,R128,72.0,6.0,3.0,56.0,36.0,33.0,9.0,12.0,0.0,1.0,2.0,5.0,68.0,44.0,23.0,7.0,11.0,6.0,14.0
2016-580,Australian Open,Hard,128,G,20160118,172,103819,3.0,,Roger Federer,R,185.0,SUI,34.4449007529,3.0,8165.0,105238,,,Alexandr Dolgopolov,R,180.0,UKR,27.1950718686,35.0,1160.0,6-3 7-5 6-1,5,R64,93.0,25.0,2.0,72.0,49.0,43.0,13.0,14.0,0.0,0.0,3.0,7.0,97.0,55.0,35.0,18.0,14.0,8.0,13.0
2016-580,Australian Open,Hard,128,G,20160118,200,103819,3.0,,Roger Federer,R,185.0,SUI,34.4449007529,3.0,8165.0,105777,27.0,,Grigor Dimitrov,R,188.0,BUL,24.6762491444,28.0,1420.0,6-4 3-6 6-1 6-4,5,R32,160.0,13.0,5.0,112.0,69.0,52.0,24.0,18.0,5.0,6.0,8.0,3.0,126.0,76.0,48.0,27.0,18.0,11.0,15.0
2016-580,Australian Open,Hard,128,G,20160118,214,103819,3.0,,Roger Federer,R,185.0,SUI,34.4449007529,3.0,8165.0,105676,15.0,,David Goffin,R,163.0,BEL,25.1143052704,16.0,1835.0,6-2 6-1 6-4,5,R16,88.0,7.0,1.0,67.0,42.0,36.0,16.0,13.0,0.0,1.0,5.0,2.0,83.0,55.0,36.0,8.0,12.0,7.0,13.0
2016-580,Australian Open,Hard,128,G,20160118,221,103819,3.0,,Roger Federer,R,185.0,SUI,34.4449007529,3.0,8165.0,104607,6.0,,Tomas Berdych,R,196.0,CZE,30.3353867214,6.0,4560.0,7-6 6-2 6-4,5,QF,136.0,9.0,3.0,87.0,60.0,50.0,13.0,16.0,4.0,6.0,9.0,5.0,111.0,60.0,41.0,24.0,15.0,5.0,10.0
2016-580,Australian Open,Hard,128,G,20160118,224,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.6598220397,1.0,16790.0,103819,3.0,,Roger Federer,R,185.0,SUI,34.4449007529,3.0,8165.0,6-1 6-2 3-6 6-3,5,SF,139.0,10.0,1.0,97.0,65.0,50.0,21.0,17.0,3.0,4.0,5.0,1.0,100.0,57.0,35.0,21.0,16.0,4.0,9.0
2016-540,Wimbledon,Grass,128,G,20160627,116,103819,3.0,,Roger Federer,R,185.0,SUI,34.8856947296,3.0,6425.0,105550,,,Guido Pella,L,,ARG,26.1136208077,52.0,919.0,7-6(5) 7-6(3) 6-3,5,R128,125.0,12.0,0.0,94.0,60.0,53.0,23.0,17.0,0.0,0.0,5.0,1.0,119.0,75.0,50.0,27.0,16.0,8.0,9.0
2016-540,Wimbledon,Grass,128,G,20160627,172,103819,3.0,,Roger Federer,R,185.0,SUI,34.8856947296,3.0,6425.0,105650,,,Marcus Willis,L,,GBR,25.7166324435,772.0,26.0,6-0 6-3 6-4,5,R64,84.0,9.0,0.0,73.0,45.0,35.0,19.0,13.0,2.0,2.0,9.0,3.0,83.0,50.0,32.0,14.0,12.0,7.0,12.0
2016-540,Wimbledon,Grass,128,G,20160627,200,103819,3.0,,Roger Federer,R,185.0,SUI,34.8856947296,3.0,6425.0,105554,,,Daniel Evans,R,175.0,GBR,26.0971937029,91.0,648.0,6-4 6-2 6-2,5,R32,86.0,11.0,0.0,67.0,45.0,40.0,11.0,13.0,1.0,2.0,0.0,8.0,94.0,54.0,26.0,21.0,13.0,9.0,15.0
2016-540,Wimbledon,Grass,128,G,20160627,214,103819,3.0,,Roger Federer,R,185.0,SUI,34.8856947296,3.0,6425.0,105449,,,Steve Johnson,R,188.0,USA,26.507871321,29.0,1385.0,6-2 6-3 7-5,5,R16,96.0,6.0,2.0,83.0,55.0,41.0,20.0,15.0,3.0,4.0,8.0,3.0,101.0,65.0,40.0,15.0,14.0,5.0,10.0
2016-540,Wimbledon,Grass,128,G,20160627,221,103819,3.0,,Roger Federer,R,185.0,SUI,34.8856947296,3.0,6425.0,105227,9.0,,Marin Cilic,R,198.0,CRO,27.7453798768,13.0,2695.0,6-7(4) 4-6 6-3 7-6(9) 6-3,5,QF,197.0,27.0,0.0,169.0,106.0,84.0,37.0,26.0,7.0,8.0,23.0,7.0,163.0,93.0,76.0,38.0,26.0,7.0,9.0
2016-540,Wimbledon,Grass,128,G,20160627,224,105683,6.0,,Milos Raonic,R,196.0,CAN,25.5003422313,7.0,3175.0,103819,3.0,,Roger Federer,R,185.0,SUI,34.8856947296,3.0,6425.0,6-3 6-7(3) 4-6 7-5 6-3,5,SF,204.0,23.0,11.0,167.0,113.0,94.0,25.0,26.0,8.0,9.0,16.0,5.0,160.0,98.0,80.0,32.0,26.0,5.0,8.0
2017-580,Australian Open,Hard,128,G,20170116,111,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,103781,,Q,Jurgen Melzer,L,183.0,AUT,35.6,300.0,164.0,7-5 3-6 6-2 6-2,5,R128,125.0,19.0,1.0,103.0,66.0,51.0,20.0,19.0,1.0,4.0,4.0,1.0,111.0,83.0,47.0,15.0,18.0,2.0,9.0
2017-580,Australian Open,Hard,128,G,20170116,169,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,111511,,Q,Noah Rubin,R,175.0,USA,20.9,200.0,274.0,7-5 6-3 7-6(3),5,R64,123.0,17.0,2.0,112.0,67.0,55.0,25.0,17.0,5.0,6.0,2.0,3.0,102.0,57.0,36.0,28.0,16.0,5.0,8.0
2017-580,Australian Open,Hard,128,G,20170116,198,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,104607,10.0,,Tomas Berdych,R,196.0,CZE,31.3,10.0,3060.0,6-2 6-4 6-4,5,R32,90.0,8.0,2.0,70.0,41.0,39.0,17.0,14.0,0.0,0.0,13.0,3.0,81.0,51.0,43.0,9.0,14.0,1.0,5.0
2017-580,Australian Open,Hard,128,G,20170116,213,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,105453,5.0,,Kei Nishikori,R,178.0,JPN,27.0,5.0,5010.0,6-7(4) 6-4 6-1 4-6 6-3,5,R16,203.0,24.0,6.0,148.0,100.0,80.0,23.0,24.0,7.0,10.0,5.0,5.0,164.0,107.0,73.0,24.0,24.0,11.0,18.0
2017-580,Australian Open,Hard,128,G,20170116,220,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,104999,,,Mischa Zverev,L,190.0,GER,29.4,50.0,894.0,6-1 7-5 6-2,5,QF,92.0,9.0,1.0,79.0,54.0,37.0,17.0,14.0,1.0,2.0,5.0,0.0,97.0,72.0,38.0,13.0,13.0,9.0,15.0
2017-580,Australian Open,Hard,128,G,20170116,224,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,104527,4.0,,Stan Wawrinka,R,183.0,SUI,31.8,4.0,5155.0,7-5 6-3 1-6 4-6 6-3,5,SF,184.0,11.0,3.0,143.0,86.0,62.0,33.0,24.0,8.0,12.0,10.0,2.0,135.0,89.0,56.0,32.0,23.0,5.0,9.0
2017-580,Australian Open,Hard,128,G,20170116,226,103819,17.0,,Roger Federer,R,185.0,SUI,35.4,17.0,1980.0,104745,9.0,,Rafael Nadal,L,185.0,ESP,30.6,9.0,3195.0,6-4 3-6 6-1 3-6 6-3,5,F,217.0,20.0,3.0,138.0,85.0,65.0,26.0,22.0,13.0,17.0,4.0,3.0,151.0,110.0,69.0,23.0,22.0,14.0,20.0
2017-540,Wimbledon,Grass,128,G,20170703,147,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,105238,,,Alexandr Dolgopolov,R,180.0,UKR,28.6,84.0,631.0,6-3 3-0 RET,5,R128,42.0,10.0,1.0,36.0,27.0,21.0,4.0,6.0,0.0,0.0,2.0,4.0,50.0,23.0,13.0,12.0,6.0,6.0,9.0
2017-540,Wimbledon,Grass,128,G,20170703,187,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,105583,,,Dusan Lajovic,R,183.0,SRB,27.0,79.0,661.0,7-6(0) 6-3 6-2,5,R64,90.0,9.0,2.0,78.0,47.0,38.0,25.0,15.0,3.0,4.0,3.0,3.0,87.0,56.0,32.0,20.0,14.0,7.0,11.0
2017-540,Wimbledon,Grass,128,G,20170703,207,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,104999,27.0,,Mischa Zverev,L,190.0,GER,29.8,30.0,1396.0,7-6(3) 6-4 6-4,5,R32,109.0,13.0,1.0,88.0,53.0,44.0,25.0,16.0,1.0,2.0,6.0,4.0,102.0,63.0,45.0,20.0,16.0,3.0,6.0
2017-540,Wimbledon,Grass,128,G,20170703,217,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,105777,13.0,,Grigor Dimitrov,R,191.0,BUL,26.1,11.0,3070.0,6-4 6-2 6-4,5,R16,97.0,8.0,0.0,75.0,52.0,39.0,17.0,14.0,2.0,3.0,7.0,7.0,91.0,57.0,37.0,15.0,14.0,5.0,10.0
2017-540,Wimbledon,Grass,128,G,20170703,222,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,105683,6.0,,Milos Raonic,R,196.0,CAN,26.5,7.0,4150.0,6-4 6-2 7-6(4),5,QF,117.0,11.0,2.0,89.0,61.0,55.0,15.0,15.0,5.0,5.0,11.0,0.0,96.0,70.0,50.0,11.0,15.0,3.0,6.0
2017-540,Wimbledon,Grass,128,G,20170703,225,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,104607,11.0,,Tomas Berdych,R,196.0,CZE,31.7,15.0,2570.0,7-6(4) 7-6(4) 6-4,5,SF,138.0,13.0,4.0,105.0,70.0,59.0,21.0,17.0,5.0,6.0,9.0,0.0,128.0,79.0,54.0,28.0,17.0,7.0,9.0
2017-540,Wimbledon,Grass,128,G,20170703,226,103819,3.0,,Roger Federer,R,185.0,SUI,35.9,5.0,5265.0,105227,7.0,,Marin Cilic,R,198.0,CRO,28.7,6.0,4235.0,6-3 6-1 6-4,5,F,101.0,8.0,2.0,70.0,53.0,43.0,12.0,13.0,1.0,1.0,5.0,3.0,90.0,54.0,35.0,14.0,13.0,5.0,10.0
2017-560,US Open,Hard,128,G,20170828,116,103819,3.0,,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,126207,,,Frances Tiafoe,R,188.0,USA,19.6,70.0,705.0,4-6 6-2 6-1 1-6 6-4,5,R128,157.0,17.0,4.0,116.0,63.0,49.0,29.0,21.0,1.0,5.0,5.0,6.0,138.0,71.0,48.0,35.0,21.0,7.0,13.0
2017-560,US Open,Hard,128,G,20170828,172,103819,3.0,,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,104022,,,Mikhail Youzhny,R,183.0,RUS,35.1,101.0,541.0,6-1 6-7(3) 4-6 6-4 6-2,5,R64,188.0,12.0,2.0,140.0,87.0,68.0,27.0,24.0,4.0,8.0,5.0,8.0,177.0,109.0,68.0,30.0,23.0,8.0,16.0
2017-560,US Open,Hard,128,G,20170828,200,103819,3.0,,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,103852,31.0,,Feliciano Lopez,L,188.0,ESP,35.9,35.0,1250.0,6-3 6-3 7-5,5,R32,106.0,13.0,1.0,84.0,46.0,39.0,22.0,15.0,5.0,6.0,9.0,3.0,91.0,49.0,38.0,16.0,15.0,7.0,12.0
2017-560,US Open,Hard,128,G,20170828,214,103819,3.0,,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,104259,33.0,,Philipp Kohlschreiber,R,178.0,GER,33.8,37.0,1135.0,6-4 6-2 7-5,5,R16,109.0,11.0,2.0,75.0,49.0,43.0,19.0,15.0,0.0,0.0,4.0,2.0,96.0,55.0,37.0,20.0,15.0,3.0,7.0
2017-560,US Open,Hard,128,G,20170828,221,105223,24.0,,Juan Martin del Potro,R,198.0,ARG,28.9,28.0,1460.0,103819,3.0,,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,7-5 3-6 7-6(8) 6-4,5,QF,170.0,12.0,3.0,119.0,80.0,65.0,20.0,22.0,1.0,3.0,17.0,5.0,137.0,84.0,61.0,30.0,21.0,3.0,6.0
2018-580,Australian Open,Hard,128,G,20180115,164,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,105379,,,Aljaz Bedene,R,181.0,SLO,28.4,51.0,968.0,6-3 6-4 6-3,5,R128,99.0,12.0,3.0,81.0,58.0,45.0,14.0,14.0,2.0,2.0,2.0,5.0,90.0,50.0,35.0,18.0,14.0,9.0,13.0
2018-580,Australian Open,Hard,128,G,20180115,232,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,105526,,,Jan Lennard Struff,R,193.0,GER,27.7,55.0,870.0,6-4 6-4 7-6(4),5,R64,115.0,17.0,1.0,92.0,53.0,44.0,26.0,16.0,2.0,3.0,7.0,5.0,107.0,54.0,41.0,27.0,16.0,8.0,11.0
2018-580,Australian Open,Hard,128,G,20180115,316,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,104755,29.0,,Richard Gasquet,R,183.0,FRA,31.5,31.0,1375.0,6-2 7-5 6-4,5,R32,119.0,12.0,1.0,94.0,61.0,49.0,14.0,15.0,1.0,2.0,3.0,3.0,90.0,61.0,41.0,12.0,15.0,3.0,8.0
2018-580,Australian Open,Hard,128,G,20180115,408,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,105916,,,Marton Fucsovics,R,188.0,HUN,25.9,80.0,674.0,6-4 7-6(3) 6-2,5,R16,121.0,6.0,2.0,81.0,48.0,40.0,25.0,15.0,0.0,0.0,5.0,6.0,108.0,57.0,38.0,27.0,15.0,7.0,10.0
2018-580,Australian Open,Hard,128,G,20180115,504,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,104607,19.0,,Tomas Berdych,R,196.0,CZE,32.3,20.0,2050.0,7-6(1) 6-3 6-4,5,QF,134.0,15.0,5.0,96.0,60.0,50.0,19.0,16.0,3.0,5.0,4.0,1.0,94.0,53.0,37.0,21.0,15.0,4.0,8.0
2018-580,Australian Open,Hard,128,G,20180115,602,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,111202,,,Hyeon Chung,R,188.0,KOR,21.6,58.0,857.0,6-1 5-2 RET,5,SF,62.0,9.0,1.0,37.0,16.0,15.0,15.0,7.0,1.0,1.0,1.0,3.0,53.0,30.0,17.0,9.0,7.0,7.0,11.0
2018-580,Australian Open,Hard,128,G,20180115,701,103819,2.0,,Roger Federer,R,185.0,SUI,36.4,2.0,9605.0,105227,6.0,,Marin Cilic,R,198.0,CRO,29.2,6.0,3805.0,6-2 6-7(5) 6-3 3-6 6-1,5,F,183.0,24.0,4.0,139.0,84.0,67.0,32.0,23.0,7.0,9.0,16.0,5.0,141.0,88.0,61.0,27.0,22.0,7.0,13.0
2018-540,Wimbledon,Grass,128,G,20180702,100,103819,1.0,,Roger Federer,R,185.0,SUI,36.8,2.0,8720.0,105583,,,Dusan Lajovic,R,183.0,SRB,28.0,58.0,920.0,6-1 6-3 6-4,5,R128,79.0,8.0,1.0,63.0,45.0,41.0,11.0,13.0,0.0,0.0,0.0,1.0,84.0,59.0,35.0,10.0,13.0,6.0,11.0
2018-540,Wimbledon,Grass,128,G,20180702,164,103819,1.0,,Roger Federer,R,185.0,SUI,36.8,2.0,8720.0,105041,,,Lukas Lacko,R,185.0,SVK,30.6,73.0,752.0,6-4 6-4 6-1,5,R64,90.0,16.0,0.0,61.0,43.0,40.0,12.0,13.0,0.0,0.0,6.0,4.0,90.0,53.0,35.0,16.0,14.0,4.0,9.0
2018-540,Wimbledon,Grass,128,G,20180702,196,103819,1.0,,Roger Federer,R,185.0,SUI,36.8,2.0,8720.0,105526,,,Jan Lennard Struff,R,193.0,GER,28.1,64.0,865.0,6-3 7-5 6-2,5,R32,94.0,10.0,2.0,74.0,40.0,37.0,23.0,15.0,0.0,0.0,11.0,6.0,100.0,56.0,37.0,21.0,14.0,10.0,14.0
2018-540,Wimbledon,Grass,128,G,20180702,212,103819,1.0,,Roger Federer,R,185.0,SUI,36.8,2.0,8720.0,105173,22.0,,Adrian Mannarino,L,180.0,FRA,30.0,26.0,1580.0,6-0 7-5 6-4,5,R16,105.0,13.0,0.0,76.0,51.0,46.0,13.0,14.0,4.0,4.0,6.0,2.0,100.0,77.0,42.0,11.0,14.0,7.0,12.0
2018-540,Wimbledon,Grass,128,G,20180702,220,104731,8.0,,Kevin Anderson,R,203.0,RSA,32.1,8.0,3635.0,103819,1.0,,Roger Federer,R,185.0,SUI,36.8,2.0,8720.0,2-6 6-7(5) 7-5 6-4 13-11,5,QF,254.0,27.0,3.0,208.0,139.0,106.0,36.0,34.0,9.0,12.0,17.0,1.0,177.0,123.0,97.0,32.0,33.0,3.0,7.0
2018-560,US Open,Hard,128,G,20180827,163,103819,2.0,,Roger Federer,R,185.0,SUI,37.0,2.0,7080.0,106415,,,Yoshihito Nishioka,L,170.0,JPN,22.9,177.0,323.0,6-2 6-2 6-4,5,R128,112.0,14.0,3.0,82.0,55.0,43.0,13.0,13.0,8.0,9.0,0.0,4.0,110.0,64.0,29.0,27.0,13.0,9.0,15.0
